-100 0.000000 1.389 1.000000 50 0.000000 5.556 1.000000 200 0.001047 0.2 0.971513 1.8
-99.85 0.000000 1.391 1.000000 50 0.000000 5.564 1.000000 200 0.001072 0.2 0.971047 1.805
-99.7 0.000000 1.393 1.000000 50 0.000000 5.572 1.000000 200 0.001097 0.2 0.970579 1.811
-99.55 0.000000 1.394 1.000000 50 0.000000 5.576 1.000000 200 0.001122 0.2 0.970107 1.816
-99.4 0.000000 1.396 1.000000 50 0.000000 5.584 1.000000 200 0.001146 0.2 0.969633 1.822
-99.25 0.000000 1.398 1.000000 50 0.000000 5.592 1.000000 200 0.001171 0.2 0.969156 1.827
-99.1 0.000000 1.4 1.000000 50 0.000000 5.6 1.000000 200 0.001196 0.2 0.968676 1.833
-98.95 0.000000 1.402 1.000000 50 0.000000 5.608 1.000000 200 0.00122 0.2 0.968193 1.839
-98.8 0.000000 1.404 1.000000 50 0.000000 5.616 1.000000 200 0.001245 0.2 0.967707 1.844
-98.65 0.000000 1.406 1.000000 50 0.000000 5.624 1.000000 200 0.00127 0.2 0.967218 1.85
-98.5 0.000000 1.408 1.000000 50 0.000000 5.632 1.000000 200 0.001295 0.2 0.966726 1.856
-98.35 0.000000 1.41 1.000000 50 0.000000 5.64 1.000000 200 0.001319 0.2 0.966231 1.861
-98.2 0.000000 1.411 1.000000 50 0.000000 5.644 1.000000 200 0.001344 0.2 0.965733 1.867
-98.05 0.000000 1.413 1.000000 50 0.000000 5.652 1.000000 200 0.001369 0.2 0.965231 1.873
-97.9 0.000000 1.415 1.000000 50 0.000000 5.66 1.000000 200 0.001394 0.2 0.964727 1.879
-97.75 0.000000 1.417 1.000000 50 0.000000 5.668 1.000000 200 0.001418 0.2 0.96422 1.885
-97.6 0.000000 1.419 1.000000 50 0.000000 5.676 1.000000 200 0.001443 0.2 0.963709 1.891
-97.45 0.000000 1.421 1.000000 50 0.000000 5.684 1.000000 200 0.001468 0.2 0.963195 1.897
-97.3 0.000000 1.423 1.000000 50 0.000000 5.692 1.000000 200 0.001492 0.2 0.962678 1.903
-97.15 0.000000 1.425 1.000000 50 0.000000 5.7 1.000000 200 0.001517 0.2 0.962157 1.909
-97 0.000000 1.427 1.000000 50 0.000000 5.708 1.000000 200 0.001542 0.2 0.961633 1.915
-96.85 0.000000 1.429 1.000000 50 0.000000 5.716 1.000000 200 0.001567 0.2 0.961106 1.921
-96.7 0.000000 1.431 1.000000 50 0.000000 5.724 1.000000 200 0.001591 0.2 0.960575 1.927
-96.55 0.000000 1.433 1.000000 50 0.000000 5.732 1.000000 200 0.001616 0.2 0.960041 1.933
-96.4 0.000000 1.435 1.000000 50 0.000000 5.74 1.000000 200 0.001641 0.2 0.959504 1.94
-96.25 0.000000 1.437 1.000000 50 0.000000 5.748 1.000000 200 0.001666 0.2 0.958963 1.946
-96.1 0.000000 1.439 1.000000 50 0.000000 5.756 1.000000 200 0.00169 0.2 0.958418 1.952
-95.95 0.000000 1.441 1.000000 50 0.000000 5.764 1.000000 200 0.001715 0.2 0.95787 1.959
-95.8 0.000000 1.443 1.000000 50 0.000000 5.772 1.000000 200 0.00174 0.2 0.957319 1.965
-95.65 0.000000 1.445 1.000000 50 0.000000 5.78 1.000000 200 0.001764 0.2 0.956764 1.972
-95.5 0.000000 1.447 1.000000 50 0.000000 5.788 1.000000 200 0.001789 0.2 0.956205 1.978
-95.35 0.000000 1.449 1.000000 50 0.000000 5.796 1.000000 200 0.001814 0.2 0.955642 1.985
-95.2 0.000000 1.451 1.000000 50 0.000000 5.804 1.000000 200 0.001839 0.2 0.955076 1.991
-95.05 0.000000 1.453 1.000000 50 0.000000 5.812 1.000000 200 0.001863 0.2 0.954506 1.998
-94.9 0.000000 1.455 1.000000 50 0.000000 5.82 1.000000 200 0.001896 0.201 0.953866 2.007
-94.75 0.000000 1.457 1.000000 50 0.000000 5.828 1.000000 200 0.001933 0.202 0.953188 2.017
-94.6 0.000000 1.459 1.000000 50 0.000000 5.836 1.000000 200 0.001971 0.203 0.952503 2.027
-94.45 0.000000 1.461 1.000000 50 0.000000 5.844 1.000000 200 0.002009 0.204 0.951811 2.037
-94.3 0.000000 1.463 1.000000 50 0.000000 5.852 1.000000 200 0.002047 0.205 0.951112 2.048
-94.15 0.000000 1.465 1.000000 50 0.000000 5.86 1.000000 200 0.002086 0.206 0.950406 2.058
-94 0.000000 1.467 1.000000 50 0.000000 5.868 1.000000 200 0.002125 0.207 0.949693 2.069
-93.85 0.000000 1.469 1.000000 50 0.000000 5.876 1.000000 200 0.002165 0.208 0.948972 2.08
-93.7 0.000000 1.471 1.000000 50 0.000000 5.884 1.000000 200 0.002205 0.209 0.948243 2.091
-93.55 0.000000 1.473 1.000000 50 0.000000 5.892 1.000000 200 0.002245 0.21 0.947507 2.102
-93.4 0.000000 1.475 1.000000 50 0.000000 5.9 1.000000 200 0.002286 0.211 0.946763 2.113
-93.25 0.000000 1.478 1.000000 50 0.000000 5.912 1.000000 200 0.002327 0.212 0.946012 2.124
-93.1 0.000000 1.48 1.000000 50 0.000000 5.92 1.000000 200 0.002369 0.214 0.945252 2.135
-92.95 0.000000 1.482 1.000000 50 0.000000 5.928 1.000000 200 0.002411 0.215 0.944484 2.147
-92.8 0.000000 1.484 1.000000 50 0.000000 5.936 1.000000 200 0.002454 0.216 0.943708 2.158
-92.65 0.000000 1.486 1.000000 50 0.000000 5.944 1.000000 200 0.002497 0.217 0.942923 2.17
-92.5 0.000000 1.488 1.000000 50 0.000000 5.952 1.000000 200 0.00254 0.218 0.94213 2.182
-92.35 0.000000 1.49 1.000000 50 0.000000 5.96 1.000000 200 0.002584 0.219 0.941328 2.194
-92.2 0.000000 1.492 1.000000 50 0.000000 5.968 1.000000 200 0.002629 0.221 0.940517 2.206
-92.05 0.000000 1.495 1.000000 50 0.000000 5.98 1.000000 200 0.002674 0.222 0.939697 2.218
-91.9 0.000000 1.497 1.000000 50 0.000000 5.988 1.000000 200 0.002719 0.223 0.938868 2.23
-91.75 0.000000 1.499 1.000000 50 0.000000 5.996 1.000000 200 0.002765 0.224 0.93803 2.243
-91.6 0.000000 1.501 1.000000 50 0.000000 6.004 1.000000 200 0.002812 0.226 0.937182 2.256
-91.45 0.000000 1.503 1.000000 50 0.000000 6.012 1.000000 200 0.002859 0.227 0.936325 2.268
-91.3 0.000000 1.505 1.000000 50 0.000000 6.02 1.000000 200 0.002906 0.228 0.935458 2.281
-91.15 0.000000 1.507 1.000000 50 0.000000 6.028 1.000000 200 0.002954 0.229 0.934581 2.294
-91 0.000000 1.51 1.000000 50 0.000000 6.04 1.000000 200 0.003003 0.231 0.933694 2.308
-90.85 0.000000 1.512 1.000000 50 0.000000 6.048 1.000000 200 0.003052 0.232 0.932796 2.321
-90.7 0.000000 1.514 1.000000 50 0.000000 6.056 1.000000 200 0.003102 0.233 0.931889 2.335
-90.55 0.000000 1.516 1.000000 50 0.000000 6.064 1.000000 200 0.003153 0.235 0.93097 2.348
-90.4 0.000000 1.518 1.000000 50 0.000000 6.072 1.000000 200 0.003204 0.236 0.930041 2.362
-90.25 0.000000 1.521 1.000000 50 0.000000 6.084 1.000000 200 0.003255 0.238 0.9291 2.376
-90.1 0.000000 1.523 1.000000 50 0.000000 6.092 1.000000 200 0.001047 0.2 0.971513 1.8
-89.95 0.000000 1.525 1.000000 50 0.000000 6.1 1.000000 200 0.001072 0.2 0.971047 1.805
-89.8 0.000000 1.527 1.000000 50 0.000000 6.108 1.000000 200 0.001097 0.2 0.970579 1.811
-89.65 0.000000 1.53 1.000000 50 0.000000 6.12 1.000000 200 0.001122 0.2 0.970107 1.816
-89.5 0.000000 1.532 1.000000 50 0.000000 6.128 1.000000 200 0.001146 0.2 0.969633 1.822
-89.35 0.000000 1.534 1.000000 50 0.000000 6.136 1.000000 200 0.001171 0.2 0.969156 1.827
-89.2 0.000000 1.536 1.000000 50 0.000000 6.144 1.000000 200 0.001196 0.2 0.968676 1.833
-89.05 0.000000 1.539 1.000000 50 0.000000 6.156 1.000000 200 0.00122 0.2 0.968193 1.839
-88.9 0.000000 1.541 1.000000 50 0.000000 6.164 1.000000 200 0.001245 0.2 0.967707 1.844
-88.75 0.000000 1.543 1.000000 50 0.000000 6.172 1.000000 200 0.00127 0.2 0.967218 1.85
