0	0.25
0	14.15
0	10.03
0	8.29
0	11.02
0	13.94
0	12.63
0	0.55
0	3.59
0	3.08
0	9.96
0	14.25
0	3.67
0	1.02
0	4.03
0	13.44
0	10.11
0	0.17
0	10.54
0	5.75
0	6.75
0	14.66
0	4.57
0	12.10
0	7.22
0	4.82
0	13.42
0	9.16
0	2.52
0	9.44
0	4.59
0	13.24
0	9.33
0	2.33
0	10.17
0	8.01
0	11.55
0	3.01
0	2.52
0	2.01
0	13.99
0	13.58
0	7.89
0	10.68
0	11.51
0	14.71
0	0.52
0	10.75
0	1.38
0	8.66
0	6.17
0	0.02
0	3.65
0	0.21
0	9.87
0	0.47
0	0.91
0	3.29
0	11.96
0	3.44
0	3.90
0	12.24
0	1.41
0	7.98
0	13.74
0	13.28
0	10.17
0	2.96
0	2.90
0	11.11
0	13.78
0	1.70
0	4.26
0	13.42
0	7.37
0	3.24
0	12.42
0	2.72
0	8.40
0	14.51
0	6.54
0	5.08
0	9.76
0	12.38
0	10.32
0	1.58
0	2.70
0	14.35
0	2.69
0	14.74
0	5.37
0	14.24
0	3.78
0	8.09
0	7.96
0	5.85
0	9.86
0	9.67
0	1.70
0	10.35
0	9.55
0	12.35
0	7.24
0	11.75
0	14.52
0	11.77
0	5.35
0	8.31
0	14.61
0	13.80
0	10.03
0	8.13
0	3.39
0	3.39
0	13.09
0	6.60
0	9.80
0	13.58
0	1.26
0	12.39
0	8.40
1	14.15
1	10.03
1	8.29
1	11.02
1	13.94
1	12.63
1	0.55
1	3.59
1	3.08
1	9.96
1	14.25
1	3.67
1	1.02
1	4.03
1	13.44
1	10.11
1	0.17
1	10.54
1	5.75
1	6.75
1	14.66
1	4.57
1	12.10
1	7.22
1	4.82
1	13.42
1	9.16
1	2.52
1	9.44
1	4.59
1	13.24
1	9.33
1	2.33
1	10.17
1	8.01
1	11.55
1	3.01
1	2.52
1	2.01
1	13.99
1	13.58
1	7.89
1	10.68
1	11.51
1	14.71
1	0.52
1	10.75
1	1.38
1	8.66
1	6.17
1	0.02
1	3.65
1	0.21
1	9.87
1	0.47
1	0.91
1	3.29
1	11.96
1	3.44
1	3.90
1	12.24
1	1.41
1	7.98
1	13.74
1	13.28
1	10.17
1	2.96
1	2.90
1	11.11
1	13.78
1	1.70
1	4.26
1	13.42
1	7.37
1	3.24
1	12.42
1	2.72
1	8.40
1	14.51
1	6.54
1	5.08
1	9.76
1	12.38
1	10.32
1	1.58
1	2.70
1	14.35
1	2.69
1	14.74
1	5.37
1	14.24
1	3.78
1	8.09
1	7.96
1	5.85
1	9.86
1	9.67
1	1.70
1	10.35
1	9.55
1	12.35
1	7.24
1	11.75
1	14.52
1	11.77
1	5.35
1	8.31
1	14.61
1	13.80
1	10.03
1	8.13
1	3.39
1	3.39
1	13.09
1	6.60
1	9.80
1	13.58
1	1.26
1	12.39
1	8.40
1	7.71
2	10.03
2	8.29
2	11.02
2	13.94
2	12.63
2	0.55
2	3.59
2	3.08
2	9.96
2	14.25
2	3.67
2	1.02
2	4.03
2	13.44
2	10.11
2	0.17
2	10.54
2	5.75
2	6.75
2	14.66
2	4.57
2	12.10
2	7.22
2	4.82
2	13.42
2	9.16
2	2.52
2	9.44
2	4.59
2	13.24
2	9.33
2	2.33
2	10.17
2	8.01
2	11.55
2	3.01
2	2.52
2	2.01
2	13.99
2	13.58
2	7.89
2	10.68
2	11.51
2	14.71
2	0.52
2	10.75
2	1.38
2	8.66
2	6.17
2	0.02
2	3.65
2	0.21
2	9.87
2	0.47
2	0.91
2	3.29
2	11.96
2	3.44
2	3.90
2	12.24
2	1.41
2	7.98
2	13.74
2	13.28
2	10.17
2	2.96
2	2.90
2	11.11
2	13.78
2	1.70
2	4.26
2	13.42
2	7.37
2	3.24
2	12.42
2	2.72
2	8.40
2	14.51
2	6.54
2	5.08
2	9.76
2	12.38
2	10.32
2	1.58
2	2.70
2	14.35
2	2.69
2	14.74
2	5.37
2	14.24
2	3.78
2	8.09
2	7.96
2	5.85
2	9.86
2	9.67
2	1.70
2	10.35
2	9.55
2	12.35
2	7.24
2	11.75
2	14.52
2	11.77
2	5.35
2	8.31
2	14.61
2	13.80
2	10.03
2	8.13
2	3.39
2	3.39
2	13.09
2	6.60
2	9.80
2	13.58
2	1.26
2	12.39
2	8.40
2	7.71
2	14.21
3	8.29
3	11.02
3	13.94
3	12.63
3	0.55
3	3.59
3	3.08
3	9.96
3	14.25
3	3.67
3	1.02
3	4.03
3	13.44
3	10.11
3	0.17
3	10.54
3	5.75
3	6.75
3	14.66
3	4.57
3	12.10
3	7.22
3	4.82
3	13.42
3	9.16
3	2.52
3	9.44
3	4.59
3	13.24
3	9.33
3	2.33
3	10.17
3	8.01
3	11.55
3	3.01
3	2.52
3	2.01
3	13.99
3	13.58
3	7.89
3	10.68
3	11.51
3	14.71
3	0.52
3	10.75
3	1.38
3	8.66
3	6.17
3	0.02
3	3.65
3	0.21
3	9.87
3	0.47
3	0.91
3	3.29
3	11.96
3	3.44
3	3.90
3	12.24
3	1.41
3	7.98
3	13.74
3	13.28
3	10.17
3	2.96
3	2.90
3	11.11
3	13.78
3	1.70
3	4.26
3	13.42
3	7.37
3	3.24
3	12.42
3	2.72
3	8.40
3	14.51
3	6.54
3	5.08
3	9.76
3	12.38
3	10.32
3	1.58
3	2.70
3	14.35
3	2.69
3	14.74
3	5.37
3	14.24
3	3.78
3	8.09
3	7.96
3	5.85
3	9.86
3	9.67
3	1.70
3	10.35
3	9.55
3	12.35
3	7.24
3	11.75
3	14.52
3	11.77
3	5.35
3	8.31
3	14.61
3	13.80
3	10.03
3	8.13
3	3.39
3	3.39
3	13.09
3	6.60
3	9.80
3	13.58
3	1.26
3	12.39
3	8.40
3	7.71
3	14.21
3	9.78
4	11.02
4	13.94
4	12.63
4	0.55
4	3.59
4	3.08
4	9.96
4	14.25
4	3.67
4	1.02
4	4.03
4	13.44
4	10.11
4	0.17
4	10.54
4	5.75
4	6.75
4	14.66
4	4.57
4	12.10
4	7.22
4	4.82
4	13.42
4	9.16
4	2.52
4	9.44
4	4.59
4	13.24
4	9.33
4	2.33
4	10.17
4	8.01
4	11.55
4	3.01
4	2.52
4	2.01
4	13.99
4	13.58
4	7.89
4	10.68
4	11.51
4	14.71
4	0.52
4	10.75
4	1.38
4	8.66
4	6.17
4	0.02
4	3.65
4	0.21
4	9.87
4	0.47
4	0.91
4	3.29
4	11.96
4	3.44
4	3.90
4	12.24
4	1.41
4	7.98
4	13.74
4	13.28
4	10.17
4	2.96
4	2.90
4	11.11
4	13.78
4	1.70
4	4.26
4	13.42
4	7.37
4	3.24
4	12.42
4	2.72
4	8.40
4	14.51
4	6.54
4	5.08
4	9.76
4	12.38
4	10.32
4	1.58
4	2.70
4	14.35
4	2.69
4	14.74
4	5.37
4	14.24
4	3.78
4	8.09
4	7.96
4	5.85
4	9.86
4	9.67
4	1.70
4	10.35
4	9.55
4	12.35
4	7.24
4	11.75
4	14.52
4	11.77
4	5.35
4	8.31
4	14.61
4	13.80
4	10.03
4	8.13
4	3.39
4	3.39
4	13.09
4	6.60
4	9.80
4	13.58
4	1.26
4	12.39
4	8.40
4	7.71
4	14.21
4	9.78
4	11.92
