Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,2.027,10,4.775E-4,2.303,-7.647
10,2,20,1.870,20,5.968E-5,2.996,-9.726
20,2,30,1.217,30,8.842E-6,3.401,-11.636
30,1,40,0.902,40,3.730E-6,3.689,-12.499
40,1,50,0.922,50,1.910E-6,3.912,-13.168
50,1,60,1.037,60,1.105E-6,4.094,-13.715
60,1,70,1.066,70,6.960E-7,4.248,-14.178
70,1,80,0.986,80,4.663E-7,4.382,-14.578
80,1,90,0.906,90,3.275E-7,4.500,-14.932
90,1,100,0.979,100,2.387E-7,4.605,-15.248
100,1,110,1.311,110,1.794E-7,4.700,-15.534
110,1,120,1.893,120,2.763E-7,4.787,-15.102
120,2,130,2.585,130,3.260E-7,4.868,-14.936
130,3,140,3.153,140,2.610E-7,4.942,-15.159
140,3,150,3.358,150,2.122E-7,5.011,-15.366
150,3,160,3.065,160,1.749E-7,5.075,-15.559
160,3,170,2.339,170,1.458E-7,5.136,-15.741
170,3,180,1.483,180,4.093E-8,5.193,-17.011
180,1,190,0.933,190,3.481E-8,5.247,-17.173
190,1,200,0.953,200,2.984E-8,5.298,-17.327
200,1,210,1.014,210,2.578E-8,5.347,-17.474
210,1,NaN,NaN,NaN,NaN,NaN,NaN
