Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,7,10,2.835,10,7.162E-4,2.303,-7.242
10,3,20,1.415,20,2.984E-5,2.996,-10.420
20,1,30,0.887,30,8.842E-6,3.401,-11.636
30,1,40,0.803,40,3.730E-6,3.689,-12.499
40,1,50,0.893,50,1.910E-6,3.912,-13.168
50,1,60,1.009,60,1.105E-6,4.094,-13.715
60,1,70,1.085,70,6.960E-7,4.248,-14.178
70,1,80,1.105,80,4.663E-7,4.382,-14.578
80,1,90,1.080,90,3.275E-7,4.500,-14.932
90,1,100,1.032,100,2.387E-7,4.605,-15.248
100,1,110,0.981,110,1.794E-7,4.700,-15.534
110,1,120,0.944,120,1.382E-7,4.787,-15.795
120,1,130,0.928,130,1.087E-7,4.868,-16.035
130,1,140,0.932,140,8.700E-8,4.942,-16.257
140,1,150,0.953,150,7.074E-8,5.011,-16.464
150,1,160,0.982,160,5.828E-8,5.075,-16.658
160,1,170,1.011,170,4.859E-8,5.136,-16.840
170,1,180,1.039,180,4.093E-8,5.193,-17.011
180,1,190,1.067,190,3.481E-8,5.247,-17.173
190,1,200,1.104,200,2.984E-8,5.298,-17.327
200,1,210,1.165,210,2.578E-8,5.347,-17.474
210,1,220,1.268,220,2.242E-8,5.394,-17.613
220,1,230,1.433,230,3.924E-8,5.438,-17.054
230,2,240,1.669,240,3.454E-8,5.481,-17.181
240,2,250,1.977,250,3.056E-8,5.521,-17.304
250,2,260,2.331,260,2.717E-8,5.561,-17.421
260,2,270,2.677,270,2.426E-8,5.598,-17.535
270,2,280,2.916,280,4.350E-8,5.635,-16.950
280,4,290,2.898,290,1.958E-8,5.670,-17.749
290,2,300,2.411,300,2.653E-8,5.704,-17.445
300,3,310,1.171,310,8.014E-9,5.737,-18.642
310,1,NaN,NaN,NaN,NaN,NaN,NaN
