Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.990,10,2.387E-4,2.303,-8.340
10,1,20,1.002,20,2.984E-5,2.996,-10.420
20,1,30,1.012,30,8.842E-6,3.401,-11.636
30,1,40,1.016,40,3.730E-6,3.689,-12.499
40,1,50,1.010,50,1.910E-6,3.912,-13.168
50,1,60,0.998,60,1.105E-6,4.094,-13.715
60,1,70,0.982,70,6.960E-7,4.248,-14.178
70,1,80,0.969,80,4.663E-7,4.382,-14.578
80,1,90,0.963,90,3.275E-7,4.500,-14.932
90,1,100,0.969,100,2.387E-7,4.605,-15.248
100,1,110,0.992,110,1.794E-7,4.700,-15.534
110,1,120,1.035,120,1.382E-7,4.787,-15.795
120,1,130,1.100,130,1.087E-7,4.868,-16.035
130,1,140,1.185,140,8.700E-8,4.942,-16.257
140,1,150,1.290,150,7.074E-8,5.011,-16.464
150,1,160,1.410,160,1.166E-7,5.075,-15.965
160,2,170,1.541,170,9.718E-8,5.136,-16.147
170,2,180,1.675,180,4.093E-8,5.193,-17.011
180,1,190,1.805,190,6.961E-8,5.247,-16.480
190,2,200,1.922,200,5.968E-8,5.298,-16.634
200,2,210,2.018,210,5.156E-8,5.347,-16.781
210,2,220,2.084,220,4.484E-8,5.394,-16.920
220,2,230,2.113,230,3.924E-8,5.438,-17.054
230,2,240,2.099,240,3.454E-8,5.481,-17.181
240,2,250,2.039,250,3.056E-8,5.521,-17.304
250,2,260,1.933,260,2.717E-8,5.561,-17.421
260,2,270,1.783,270,2.426E-8,5.598,-17.535
270,2,280,1.599,280,2.175E-8,5.635,-17.644
280,2,290,1.395,290,9.789E-9,5.670,-18.442
290,1,300,1.190,300,8.842E-9,5.704,-18.544
300,1,310,1.013,310,8.014E-9,5.737,-18.642
310,1,320,0.901,320,7.286E-9,5.768,-18.737
320,1,330,0.899,330,6.643E-9,5.799,-18.830
330,1,340,1.064,340,6.074E-9,5.829,-18.919
340,1,NaN,NaN,NaN,NaN,NaN,NaN
